FirstName;LastName;Sex;BirthDate;PassengerDocument_RU;PassengerDocument_INTL;CardNumber;ETicketNumber;TravelClass;DepartDate;DepartTime;ArrivalDate;ArrivalTime;FlightNumber;From;Dest;Fare;CityFrom;CityTo;CountryFrom;CountryTo;AgentInfo;Bonus;LoyaltyLevelDT;LoyaltyNumberDT;LoyaltyLevelFB;LoyaltyNumberFB;LoyaltyLevelKE;LoyaltyNumberKE;LoyaltyLevelSU;LoyaltyNumberSU;Codeshare
TIMUR;DYAKOV;MALE;;;;DT 773000219;;Y;27.05.2017;;;;SU6030;VKO;LED;YFLXBN;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;Delta SkyMiles;Elite+;DT 773000219;;;;;;;False
ALEXEY;ZOLOTAREV;MALE;;;;;;;10.05.2017;;;;SU6030;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;Elite;SU 811994344;False
ARTEM;SPIRIDONOV;MALE;;;;;;;28.05.2017;;;;SU6030;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite;FB 809152266;Basic;KE 741536265;;;False
DAMIR;TIMOFEEV;MALE;;;;;;;05.05.2017;;;;SU6030;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite;FB 131741093;;;;;False
EGOR;KHOMIAKOV;MALE;;;;;;;14.05.2017;;;;SU6030;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite;FB 126199853;;;;;False
KAMILLA;SOKOLOVA;FEMALE;;;;;1042141983628459.0;;10.05.2017;;;;SU6030;VKO;LED;TTZAVG;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
LARISA;MAKEEVA;FEMALE;;;;;;;04.05.2017;;;;SU6030;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;Elite;SU 158579449;False
MATVEY;OKULOV;MALE;;;;;;;23.05.2017;;;;SU6030;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite;DT 930712912;Elite;FB 340794927;;;Elite;SU 160274755;False
OKSANA;KOLTCOVA;FEMALE;;;;;;;26.05.2017;;;;SU6030;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;Basic;KE 327425223;;;False
RODION;FOKIN;MALE;;;;;4534947102040084.0;;05.05.2017;;;;SU6030;VKO;LED;OWHOYE;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
SABINA;PIMENOVA;FEMALE;;;;;251204947314851.0;;18.05.2017;;;;SU6030;VKO;LED;MXLGTE;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;False
SERGEI;MARKOV;MALE;;;;;;;10.05.2017;;;;SU6030;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;Basic;SU 589523176;False
SERGEI;PANTELEEV;MALE;;;;;;;20.05.2017;;;;SU6030;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;Basic;KE 693329373;;;False
TIMUR;POPOV;MALE;;;;;;;09.05.2017;;;;SU6030;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite+;FB 974268099;;;Basic;SU 622326113;False
VASILII;KOCHERGIN;MALE;;;;;;;09.05.2017;;;;SU6030;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite+;DT 683961579;Elite;FB 96726677;Elite;KE 202282281;Basic;SU 730365291;False
VASILISA;KONSTANTINOV;FEMALE;;;;;;;10.05.2017;;;;SU6030;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite;FB 675083440;Elite+;KE 754272665;;;False
LILIYA;ALEKSEEVA;FEMALE;;;;SU 448718837;;Y;10.05.2017;;05.10.2017;;SU6032;VKO;LED;YRSTRN;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;Aeroflot Bonus;;;;;;;Basic;SU 448718837;False
ARTUR;MOISEEV;MALE;;;;;2794585999752450.0;;03.05.2017;;;;SU6032;VKO;LED;KHAOWE;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
EGOR;ALESHIN;MALE;;;;;;;30.05.2017;;;;SU6032;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite+;FB 131740250;;;;;False
ELVIRA;PAVLOVA;FEMALE;;;;;;;04.05.2017;;;;SU6032;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite+;DT 219094606;;;Elite+;KE 527806200;;;False
GORDEI;PIMENOV;MALE;;;;;8525266164104983.0;;02.05.2017;;;;SU6032;VKO;LED;ESVGKY;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
INNA;PAVLOVSKAIA;FEMALE;;;;;4359906851862469.0;;01.06.2017;;;;SU6032;VKO;LED;JTMIUU;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
IULIIA;KHOKHLOVA;FEMALE;;;;;8397762694842852.0;;14.05.2017;;;;SU6032;VKO;LED;BBNAEW;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;False
KIRILL;GLUSHKOV;MALE;;;;;;;03.05.2017;;;;SU6032;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;Elite+;SU 750414654;False
KRISTINA;SHEVELEVA;FEMALE;;;;;7354695035839890.0;;15.05.2017;;;;SU6032;VKO;LED;AXRXIJ;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;False
MARK;DANILOV;MALE;;;;;;;27.05.2017;;;;SU6032;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Basic;DT 748851037;;;;;;;False
NATALYA;ZYKOVA;FEMALE;;;;;;;03.05.2017;;;;SU6032;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite;FB 551666894;Elite;KE 600136451;Elite+;SU 576354934;False
NELLI;ROMANOVA;FEMALE;;;;;3594911737463270.0;;24.05.2017;;;;SU6032;VKO;LED;GZJLJK;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;Elite+;KE 741249864;Elite+;SU 512939900;False
ROSTISLAV;GUBANOV;MALE;;;;;1981993099732494.0;;02.05.2017;;;;SU6032;VKO;LED;LWUMUC;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
SAMIR;KALMYKOV;MALE;;;;;;;02.05.2017;;;;SU6032;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite;DT 536953424;;;;;;;False
STEPAN;BASHIROV;MALE;;;;;9064645003598164.0;;02.05.2017;;;;SU6032;VKO;LED;CPYZBP;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
ANGELINA;BLACK;FEMALE;;;;;6595814540890362.0;;03.05.2017;;;;SU6034;VKO;LED;CCECGL;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
ANNA;KUZINA;FEMALE;;;;;4056148272990468.0;;19.05.2017;;;;SU6034;VKO;LED;ICSMBU;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;False
ARSENIY;FOKIN;MALE;;;;;;;07.05.2017;;;;SU6034;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite;FB 757149505;Elite;KE 449292251;Basic;SU 27971973;False
ARSENIY;PANKOV;MALE;;;;;;;02.06.2017;;;;SU6034;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;Basic;KE 814005857;;;False
DENIS;ORLOV;MALE;;;;;;;28.05.2017;;;;SU6034;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite;DT 989814188;Basic;FB 10821778;Elite;KE 909066677;;;False
EGOR;VLADIMIROV;MALE;;;;;;;06.05.2017;;;;SU6034;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite+;FB 108943399;Elite;KE 456192563;;;False
GLEB;KRYLOV;MALE;;;;;;;14.05.2017;;;;SU6034;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;Elite+;KE 835846140;;;False
GREGORY;IGNATOV;MALE;;;;;;;07.05.2017;;;;SU6034;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite+;FB 821672138;;;;;False
ILDAR;SPIRIDONOV;MALE;;;;;;;31.05.2017;;;;SU6034;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite;DT 508516190;Basic;FB 444127627;;;;;False
MADINA;DOLGOVA;FEMALE;;;;;6194534402453562.0;;06.05.2017;;;;SU6034;VKO;LED;LTDRDR;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
MATVEY;LAVROV;MALE;;;;;;;10.05.2017;;;;SU6034;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;Elite+;KE 270075652;;;False
MIROSLAV;AFANASIEV;MALE;;;;;2557750116490408.0;;01.06.2017;;;;SU6034;VKO;LED;FKDETM;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
NATALYA;TCAREVA;FEMALE;;;;;1814520239245258.0;;02.05.2017;;;;SU6034;VKO;LED;RAMDAQ;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
NINA;DMITRIEVA;FEMALE;;;;;2788916817341637.0;;01.06.2017;;;;SU6034;VKO;LED;DTRUYE;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
PETR;BESSONOV;MALE;;;;;;;21.05.2017;;;;SU6034;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Basic;FB 749919587;Elite+;KE 175912516;Basic;SU 607976360;False
ROBERT;KIREEV;MALE;;;;;1389892591133264.0;;06.05.2017;;;;SU6034;VKO;LED;EVKZHW;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
TIMUR;DYAKOV;MALE;;;;;;;05.05.2017;;;;SU6034;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite+;DT 773000219;;;;;;;False
VITALINA;LOSEVA;FEMALE;;;;;6202914065785377.0;;02.05.2017;;;;SU6034;VKO;LED;AHIDLS;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
OLESIA;USTINOVA;FEMALE;;;;SU 31871598;;Y;17.05.2017;;;;SU6036;VKO;LED;YSTNNL;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;Aeroflot Bonus;;;;;;;Elite;SU 31871598;False
AIDAR;KIRILLOV;MALE;;;;;;;02.05.2017;;;;SU6036;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite+;DT 609735480;;;;;;;False
AMIR;MARTYNOV;MALE;;;;;2817296401077313.0;;26.05.2017;;;;SU6036;VKO;LED;ZKDHRW;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;False
ANNA;ERSHOVA;FEMALE;;;;;1568629364822094.0;;05.05.2017;;;;SU6036;VKO;LED;MNGBVI;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
ARTEMIY;VYSOTSKII;MALE;;;;;;;04.05.2017;;;;SU6036;VKO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Basic;FB 186478256;;;;;False
GLEB;KHUDYAKOV;MALE;;;;;6405872361800842.0;;31.05.2017;;;;SU6036;VKO;LED;IMARTK;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;False
IANA;ZAVYALOVA;FEMALE;;;;;6734800826720686.0;;02.06.2017;;;;SU6036;VKO;LED;MUQFKX;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
IGNAT;ZVIAGINTSEV;MALE;;;;;6970945512642399.0;;26.05.2017;;;;SU6036;VKO;LED;HKRMYX;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;Basic;SU 531025641;False
MARAT;ZHURAVLEV;MALE;;;;;3930681084065850.0;;05.05.2017;;;;SU6036;VKO;LED;EMUEWH;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;False
MARK;ALEXANDROV;MALE;;;;;3437852993644055.0;;23.05.2017;;;;SU6036;VKO;LED;DAKHNJ;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;False
NATALYA;LYUBIMOVA;FEMALE;;;;;221897761626280.0;;02.05.2017;;;;SU6036;VKO;LED;VHPTBP;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
ODISSEI;GORLOV;MALE;;;;;4469748000507793.0;;30.05.2017;;;;SU6036;VKO;LED;VLBXVG;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Basic;DT 810187270;;;Elite;KE 990251347;Basic;SU 103844800;False
RINAT;SUDAKOV;MALE;;;;;6055127216730488.0;;01.06.2017;;;;SU6036;VKO;LED;CYKITN;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
STANISLAV;KOMAROV;MALE;;;;;7021778374686171.0;;01.06.2017;;;;SU6036;VKO;LED;DAWTBC;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
TAMARA;KARTASHOVA;FEMALE;;;;;3798556694384417.0;;03.05.2017;;;;SU6036;VKO;LED;YXAVAK;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
VALERIIA;USOVA;FEMALE;;;;;3974933038774648.0;;02.05.2017;;;;SU6036;VKO;LED;TJONJB;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
DARYA;CHIZHOVA;FEMALE;;;;;;;07.11.2017;;;;SU6179;SVO;AER;;MOSCOW;SOCHI;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite;DT 85765650;;;;;;;False
ELENA;SAVINA;FEMALE;24.08.1984;0155 427096;;;971837546344219.0;Y;18.11.2017;06:20;18.11.2017;09:05;SU6179;SVO;AER;FHKQFY;MOSCOW;SOCHI;RUSSIAN FEDERATION;RUSSIAN FEDERATION;OZON.TRAVEL;;;;;;;;;;
IULIIA;SOLOVEVA;;;1519 003194;;;2992266648656813.0;A;02.11.2017;06:20;02.11.2017;09:05;SU6179;SVO;AER;LUFXKS;MOSCOW;SOCHI;RUSSIAN FEDERATION;RUSSIAN FEDERATION;OZON.TRAVEL;;;;;;;;;;
KRISTINA;KALMYKOVA;FEMALE;;;;;8136382273937868.0;;04.11.2017;;;;SU6179;SVO;AER;JXCWIS;MOSCOW;SOCHI;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
NATALIIA;SAVELEVA;FEMALE;15.01.1970;1298 128108;;;2403687747560643.0;Y;07.11.2017;06:20;07.11.2017;09:05;SU6179;SVO;AER;VUEADJ;MOSCOW;SOCHI;RUSSIAN FEDERATION;RUSSIAN FEDERATION;TICKETS.RU;;;;;;;;;;
SVIATOGOR;GLUSHKOV;;16.03.1985;3701 794139;;;223035229775474.0;Y;25.11.2017;06:20;25.11.2017;09:05;SU6179;SVO;AER;FPRJEU;MOSCOW;SOCHI;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
VLADISLAV;KHOKHLOV;MALE;29.03.1997;6175 068177;;;223952670290842.0;Y;27.11.2017;06:20;27.11.2017;09:05;SU6179;SVO;AER;HOGRQO;MOSCOW;SOCHI;RUSSIAN FEDERATION;RUSSIAN FEDERATION;CITY.TRAVEL;;;;;;;;;;
DARIA;CHIZHOVA;FEMALE;18.10.1993;9423 330182;;;;;07.11.2017;06:20;;;SU6179;;;;;SOCHI;;;;;;;;;;;;;
RUSLAN;MEDVEDEV;MALE;03.05.1972;4262 453250;;;;;11.11.2017;06:20;;;SU6179;;;OUAUEN;;SOCHI;;;;;;;;;;;;;
SVIATOGOR;GLUSHKOV;MALE;16.03.1985;3701 794139;;;;;25.11.2017;06:20;;;SU6179;;;;;SOCHI;;;;;;;;;;;;;
IANA;ARTAMONOVA;FEMALE;;7263 618751;;FB 843002956;2046360705269838.0;Y;04.11.2017;17:25;04.11.2017;19:50;SU6181;SVO;AER;YBDHEL;MOSCOW;SOCHI;RUSSIAN FEDERATION;RUSSIAN FEDERATION;GO2SEE;;Elite;DT 484398328;Elite;FB 843002956;Basic;KE 269644681;Elite;SU 993599537;False
ALBINA;EREMINA;;10.11.1986;7520 664594;;;7617857490338287.0;P;04.11.2017;17:25;04.11.2017;19:50;SU6181;SVO;AER;CFZVEC;MOSCOW;SOCHI;RUSSIAN FEDERATION;RUSSIAN FEDERATION;GO2SEE;;;;;;;;;;
ALEXANDRA;GORBUNOVA;FEMALE;;7001 661319;;;6665838174759300.0;A;14.11.2017;17:25;14.11.2017;19:50;SU6181;SVO;AER;NGJMZC;MOSCOW;SOCHI;RUSSIAN FEDERATION;RUSSIAN FEDERATION;AEROBILET;;;;;;;;;;
LILIIA;OZEROVA;;02.12.1986;6935 958372;;;5179632290319277.0;Y;22.11.2017;17:25;22.11.2017;19:50;SU6181;SVO;AER;NXDQYZ;MOSCOW;SOCHI;RUSSIAN FEDERATION;RUSSIAN FEDERATION;TRIP.RU;;;;;;;;;;
LILIYA;OZEROVA;FEMALE;;;;;5179632290319277.0;;22.11.2017;;;;SU6181;SVO;AER;NXDQYZ;MOSCOW;SOCHI;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;False
VIOLETTA;MELNIKOVA;FEMALE;19.10.1984;6589 590187;;;5800188744809490.0;Y;22.11.2017;17:25;22.11.2017;19:50;SU6181;SVO;AER;BZNSEY;MOSCOW;SOCHI;RUSSIAN FEDERATION;RUSSIAN FEDERATION;KUPIBILET;;;;;;Basic;KE 928408178;;;False
EGOR;GROMOV;MALE;04.03.1974;1708 657618;;;6392510110377850.0;;23.11.2017;17:25;;;SU6181;;;CXWNCJ;;SOCHI;;;;;;;;;;;;;
PLATON;BORODIN;MALE;;;;DT 788179425;;;04.05.2017;;;;SU6232;KUF;LED;AFLXKP;SAMARA;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;Delta SkyMiles;Elite;DT 788179425;;;Basic;KE 445052060;;;False
MIRON;KARPOV;MALE;;;;SU 156515396;;A;15.05.2017;;;;SU6232;KUF;LED;ASTNEC;SAMARA;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;Aeroflot Bonus;;;;;;;Elite;SU 156515396;False
ALENA;SVIRIDOVA;FEMALE;;;;;9681941987529440.0;;01.06.2017;;;;SU6232;KUF;LED;OSGSVU;SAMARA;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
ARTEMIY;DEMIDOV;MALE;;;;;7442916963298712.0;;04.05.2017;;;;SU6232;KUF;LED;ZQQHXM;SAMARA;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
BOGDAN;MIKHAYLOV;MALE;;;;;;;26.05.2017;;;;SU6232;KUF;LED;;SAMARA;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite;FB 149272192;;;;;False
DANIL;ZIMIN;MALE;;;;;;;18.05.2017;;;;SU6232;KUF;LED;;SAMARA;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite+;FB 495557784;;;;;False
EGOR;SIDOROV;MALE;;;;;;;14.05.2017;;;;SU6232;KUF;LED;;SAMARA;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite;DT 842540052;;;;;;;False
IAROSLAVA;DEGTIAREVA;FEMALE;;;;;9583491876248808.0;;01.06.2017;;;;SU6232;KUF;LED;XZCLEK;SAMARA;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
KAMILLA;GORJACHEVA;FEMALE;;;;;2240390168559941.0;;01.06.2017;;;;SU6232;KUF;LED;QTQOQR;SAMARA;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
NATASHA;BAZHENOVA;FEMALE;;;;;9380543044190660.0;;02.06.2017;;;;SU6232;KUF;LED;XMIGGI;SAMARA;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
PLATON;KRYLOV;MALE;;;;;1166671140995632.0;;01.06.2017;;;;SU6232;KUF;LED;HNKKYW;SAMARA;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
SAVELIJ;BLINOV;MALE;;;;;8813859318885645.0;;26.05.2017;;;;SU6232;KUF;LED;COHORX;SAMARA;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;False
SVETLANA;IGNATYEVA;FEMALE;;;;;9321312130074178.0;;05.05.2017;;;;SU6232;KUF;LED;AQDGPD;SAMARA;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;False
SVIATOGOR;FILATOV;MALE;;;;;;;31.05.2017;;;;SU6232;KUF;LED;;SAMARA;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;Basic;KE 875636082;;;False
TATYANA;LEBEDEVA;FEMALE;;;;;;;31.05.2017;;;;SU6232;KUF;LED;;SAMARA;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;Elite;SU 386203086;False
VERONIKA;LAPTEV;FEMALE;;;;;9598855171740328.0;;14.05.2017;;;;SU6232;KUF;LED;JVJYNX;SAMARA;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite+;FB 525968714;;;;;False
ZARINA;LOBANOVA;FEMALE;;;;;927781463380266.0;;02.06.2017;;;;SU6232;KUF;LED;JEEPEM;SAMARA;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
REGINA;VISHNEVSKAIA;FEMALE;;;;KE 821327274;;Y;04.05.2017;;05.04.2017;;SU6234;KUF;LED;YGRPEZ;SAMARA;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;Korean Air SKYPASS;;;;;Basic;KE 821327274;;;False
NATASHA;BESPALOVA;FEMALE;;;;KE 823172905;;;06.05.2017;;;;SU6234;KUF;LED;YGRPBK;SAMARA;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;Korean Air SKYPASS;Elite;DT 377861211;Basic;FB 550527151;Basic;KE 823172905;;;False
ANASTASIIA;KRIUCHKOVA;FEMALE;;;;;;;29.05.2017;;;;SU6234;KUF;LED;;SAMARA;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite+;DT 53831024;;;;;Elite;SU 800360913;False
ARIANA;LAZAREVA;FEMALE;;;;;4169254004708663.0;;29.05.2017;;;;SU6234;KUF;LED;YPLBWJ;SAMARA;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite;FB 122923824;;;;;False
GERMAN;USOV;MALE;;;;;;;03.05.2017;;;;SU6234;KUF;LED;;SAMARA;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Basic;FB 261251370;Elite;KE 369324836;Elite+;SU 243551311;False
STEPAN;ZHDANOV;MALE;;;;;;;19.05.2017;;;;SU6234;KUF;LED;;SAMARA;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite;FB 813738952;;;;;False
VADIM;KOLTSOV;MALE;;;;;;;02.05.2017;;;;SU6234;KUF;LED;;SAMARA;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite;DT 121763584;;;Basic;KE 351457114;;;False
VASILINA;LUKINA;FEMALE;;;;;9470951998723308.0;;02.05.2017;;;;SU6234;KUF;LED;LIOSVC;SAMARA;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
VIACHESLAV;RAKOV;MALE;;;;;2133934832671585.0;;01.06.2017;;;;SU6234;KUF;LED;JJKMMF;SAMARA;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
GORDEI;GLUSHKOV;MALE;;;;FB 693970046;;;22.05.2017;;;;SU6304;ARH;LED;YFLXJX;ARKHANGELSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;Flying Blue;Basic;DT 781601375;Elite+;FB 693970046;Elite;KE 496656125;Elite;SU 503622832;False
VASILISA;POLIKARPOVA;FEMALE;;;;KE 659075667;;Y;31.05.2017;;;;SU6304;ARH;LED;YSTNLP;ARKHANGELSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;Korean Air SKYPASS;;;;;Elite;KE 659075667;;;False
