['RINAT', 'SIZOV', 'suspicious_home_airports.csv', 'loyal_level_check_result.csv', 'shuttle_results_clean.csv', 'document_collisions_detailed.csv']
['VLADIMIR', 'KHOMIAKOV', 'suspicious_home_airports.csv', 'loyal_level_check_result.csv', 'document_collisions_detailed.csv', 'political_crisises.csv']
['MIKHAIL', 'VAVILOV', 'suspicious_home_airports.csv', 'loyal_level_check_result.csv', 'shuttle_results_clean.csv', 'document_collisions_detailed.csv']
['MILANA', 'KUPRIJANOVA', 'suspicious_home_airports.csv', 'loyal_level_check_result.csv', 'mismatch_names_.csv', 'document_collisions_detailed.csv']
['MARSEL', 'VINOKUROV', 'suspicious_home_airports.csv', 'loyal_level_check_result.csv', 'shuttle_results_clean.csv', 'document_collisions_detailed.csv']
['KARINA', 'KOLESOVA', 'suspicious_home_airports.csv', 'loyal_level_check_result.csv', 'document_collisions_detailed.csv', 'political_crisises.csv']
['EMIL', 'KOTOV', 'suspicious_home_airports.csv', 'loyal_level_check_result.csv', 'document_collisions_detailed.csv', 'political_crisises.csv']
['VICTOR', 'POLIKARPOV', 'suspicious_home_airports.csv', 'loyal_level_check_result.csv', 'shuttle_results_clean.csv', 'document_collisions_detailed.csv']
['AIDAR', 'STEPANOV', 'suspicious_home_airports.csv', 'loyal_level_check_result.csv', 'mismatch_names_.csv', 'document_collisions_detailed.csv']
['VADIM', 'SURKOV', 'suspicious_home_airports.csv', 'loyal_level_check_result.csv', 'document_collisions_detailed.csv', 'political_crisises.csv']
['LIUDMILA', 'SHEVELEVA', 'suspicious_home_airports.csv', 'loyal_level_check_result.csv', 'shuttle_results_clean.csv', 'document_collisions_detailed.csv']
['ADELINA', 'SIDOROVA', 'suspicious_home_airports.csv', 'loyal_level_check_result.csv', 'shuttle_results_clean.csv', 'document_collisions_detailed.csv']
['DANIIL', 'JAKOVLEV', 'suspicious_home_airports.csv', 'loyal_level_check_result.csv', 'shuttle_results_clean.csv', 'document_collisions_detailed.csv']
['ANASTASIIA', 'KOMAROVA', 'suspicious_home_airports.csv', 'loyal_level_check_result.csv', 'document_collisions_detailed.csv', 'political_crisises.csv']
['ALEKSANDR', 'KALUGIN', 'suspicious_home_airports.csv', 'loyal_level_check_result.csv', 'document_collisions_detailed.csv', 'political_crisises.csv']
['MARINA', 'MURAVEVA', 'suspicious_home_airports.csv', 'loyal_level_check_result.csv', 'mismatch_names_.csv', 'document_collisions_detailed.csv']
['ANATOLII', 'SVIRIDOV', 'suspicious_home_airports.csv', 'loyal_level_check_result.csv', 'document_collisions_detailed.csv', 'political_crisises.csv']
['KSENIIA', 'ALESHINA', 'suspicious_home_airports.csv', 'loyal_level_check_result.csv', 'mismatch_names_.csv', 'document_collisions_detailed.csv']
['IURII', 'FADEEV', 'suspicious_home_airports.csv', 'loyal_level_check_result.csv', 'document_collisions_detailed.csv', 'political_crisises.csv']
